Música,#genre#
Radio_Calor_Huancayo,http://corporacionlatina.com:8000/
SuperStereo,https://radio.pjcks.com/7230/stream
Radio_Vinilo_Peru,https://sp.onliveperu.com:7003/
Radio_Sensación,https://evcast.mediacp.eu:2060/stream
Doble_Nueve_-_MILLENNIAL,https://conectperu.com/8004/stream
Radio_Satélite_Callao,https://cloudstream2032.conectarhosting.com/9558/stream
Radio_Patamarca_FM,https://radio.transmite.pe/9400/stream
Radio_Emmanuel_La_Voz_de_la_Esperanza_-_Chulucanas,https://conectperu.com/8216/stream
RADIO_GO,http://equinox.shoutca.st:8741/stream
Radio_Cristo_Viene_Pronto,https://whmsonic.playerfullhd.com/9440/stream
Radio_Corazón_(Peru),https://us-b4-p-e-zs14-audio.cdn.mdstrm.com/live-audio-aw/5fada514fc16c006bd63370f/playlist.m3u8?aid=5faaeb72f92d7b07dfe10181&pid=C54a9nRuoYy9w4J47T6kLQYkdTvzixQS&sid=S2dkAm3W157tqyRlOCvGktf3t7sxDfGO&uid=Aoqj2jOzly5roaTOxYkx0LMV9gQkxmG7&es=us-b4-p-e-zs14-audio.cdn.mdstrm.com&ote=1781376853409&ot=t7osv2CpSbYhFI3QlhgjBg&proto=https&pz=us&cP=128000&awCollectionId=5faaeb72f92d7b07dfe10181&liveId=5fada514fc16c006bd63370f&listenerId=Aoqj2jOzly5roaTOxYkx0LMV9gQkxmG7
La_Ribereña,https://sp.oyotunstream.com/9404/stream
EUFORIA_PERUANA,https://sp.oyotunstream.com:10969/
RADIO_PAMPA_YURAC,https://rr5200.globalhost1.com/8242/stream
RetRock,https://sonicpanel.streaming10.net/7044/stream/1/
Radio_Super_Fiesta,https://radio.sistemasandinos.org/7274/stream
Radio_Sound_Play,https://dattavolt.com/8214/stream
Radio_Ondas_del_Rio_Mayo_–_105.7_FM_–_PE-LIM,https://sp.onliveperu.com/8090/stream/1/
Radio_Stereo_Mix,https://radio.sistemasandinos.org/7208/stream
Radio_Onda_Sureña_–_PE,https://sonicpanel.streaming10.net/7040/stream
La_Super_99.3_FM_–_99.3_FM_–_PE-CAJ,http://sh1.radioonlinehd.com:8066/
Radio_Clasica_Rock&Pop,https://sonicpanel.globalstream.pro/8042/stream
MÁXIMA_FM_–_Barranca_–_Lima_region_–_PE,https://conectperu.com/8132/stream
Radio_Maz_TV_–_PE-CAJ,https://conectperu.com:7139/
Radio_Unsj_93.1_FM_–_93.1_FM_–_San_Juan_–_PE-CAJ,https://streaming.radiosenlinea.com.ar/cp/links.php?p=8122&m=pls
Tropikana_Radio_–_Andahuaylas_–_Andahuaylas_–_PE-APU,https://tupanel.info:9930/
Radio_Estación_Paraiso_–_PE-LIM,https://cloudstream2034.conectarhosting.com/8202/stream
Radio_Estrella,http://radio.datahost.pe:9660/stream
Radio_Nokaut_–_PE,https://cloudstream.oppublicidad.com/8040/stream
Radio_Bendicion_Villa_Rica_–_Cerro_de_Pasco_–_Pasco_Region_–_PE,https://streamlive2.hearthis.at:8000/9495739.ogg
Neysan_Plus_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8264/stream
La_Kuadra_–_94.3_FM_–_Chota_–_PE-CAJ,https://dattavolt.com/8046/stream
Radio_Mineria_–_La_Oroya_–_Junín_Region_–_PE,https://radio.blueditor.com/8244/stream
Radio_Eten_FM_–_Eten_–_PE-LAM,https://sp.onliveperu.com:7080
RADIO_BAHÍA_5_FM_–_102.5_FM_–_San_Bartolo_–_Lima_region_–_PE,https://conectperu.com:7086/stream?icy=http
Radio_Es-Perú_–_107.8_FM_–_PE-LIM,https://player.lcinternet.es/v9/cc694_id1022/?pl=winamp&c=Radio%20Es-Per%C3%BA
Radio_Disney_Peru_–_PE-LIM,https://26573.live.streamtheworld.com/DISNEY_PER_LM_SC?dist=web-radiodisney-disneylatino
RocaFM_Lima_–_104.8_FM_–_Trujillo_–_PE-LAL,https://xxdelgado.radioca.st
La_Super_99.3_FM_–_99.3_FM_–_PE-TAC,https://sh1.radioonlinehd.com:8068/
Mi_Radio_Peruana_–_PE,https://servidor14.brlogic.com:7436/live
Radio_Huancayo_–_870_AM_–_PE-ARE,https://cloud9.ldwebstudios.net/8002/stream
Fidelísima_Radio_–_107.7_FM_–_Chachapoyas_–_PE-AMA,http://st3.inkaniserver.net:8008/
Radio_Inspiracion_–_98.1_FM_–_Nauta_–_PE-LOR,https://sp.dattavolt.com/8098/stream
Esfera_Radio_–_Chachapoyas_–_PE-AMA,http://oyotunstream.com:7360/
Radio_Onda_Popular_FM_–_Juliaca_–_PE-PUN,https://dattavolt.com/8278/stream
Radio_Libertad_–_Casma_–_PE-ANC,https://conectperu.com:7152/
Radio_Wayra_Huancansancos_–_PE-AYA,http://start.hostreamperu.com:10108/
RADIO_SAN_JUAN_–_90.3_FM_–_San_Juan_–_PE-CAJ,http://radio.domiplay.net:9438/
Radio_Bendicion_Digital_–_Peru_–_PE-LIM,https://server.streamingradios.net:8026
Radio_Voz_Cristiana_–_1470_AM_–_Huancayo_–_Junín_Region_–_PE,https://dattavolt.com/8086/stream
Radio_Level_Hits_–_PE,http://ip.peruhits.com:7234/stream.mp3
La_tuna_radio_–_PE-LIM,https://cast.latunaradio.com/radio/8000/stream
Radio_La_Voz_Unicachi_–_PE-LIM,https://technoplayerserver.net:8096
Estéreo_G_La_Grande_–_PE-LAM,https://dattavolt.com/8132/stream
Fama_Sur_–_PE,http://oyotunstream.com:9326/stream
Radio_Caliente_–_100.5_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8564/stream
Punta_Radio_–_Acos_–_Lima_region_–_PE,https://dattavolt.com/8328/stream
Radio_Potencial_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8086/stream
Sentimiento_Andino_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8572/stream
Radio_Nueva_Jerusalen_103.7_FM_–_103.7_FM_–_Trujillo_–_PE-LAL,https://server.streamingradios.net:8214
Radio_Titanka_–_Abancay_–_Abancay_–_PE-APU,https://tupanel.info:8480/
Radio_Stereo_Network_–_PE-LIM,https://sonic.cloudstreaming.eu/8122/stream
Radio_Frecuencia_Popular_–_Zepita_–_PE-PUN,https://radiosonline.one/radio/8050/radio.mp3
Radio_Moro_–_92.7_FM_–_PE-HUC,http://radio.sistemasandinos.org:7342/stream
RADIO_NORANDINA_–_PE,https://mediastreamm.com/norandina/stream
Radio_Qhaphiya_99.7_FM_–_99.7_FM_–_Yunguyo_–_PE-PUN,https://server.streamingradios.net:7001
RADIO_EXITO_97.9_FM_–_PE-CAJ,https://rr5100.globalhost1.com/8352/stream
Radio_Chevere_–_Huaraz_–_PE-ANC,https://radio.sistemasandinos.org:10992/stream?icy=http
Fuego_Mix_–_PE-ARE,http://radio.sistemasandinos.org:7166/
RTV_Santa_Monica_–_Cusco_–_PE,https://player.voxhdnet.com/proxy/7014
Radio_Girasol_Sechura_–_99.5_FM_–_Sechura_–_PE-PIU,https://miradioperu.com:7010/
Radio_Eco_–_91.1_FM_–_PE-AYA,https://server.streamingradios.net:7097
Radio_Felicidad_AM_–_PE-ARE,https://us-b4-p-e-jn18-audio.cdn.mdstrm.com/live-audio-aw/5fad731fcf097a068af3c8f7/playlist.m3u8?aid=5faaeb72f92d7b07dfe10181&pid=1X0V7nCyuD5eqzdxxqS53t0wayKBuryq&sid=TmK9nG9wh3qzhp4N2igZIQDl5H2N7eFG&uid=85kgFwArL1LjHOaiS33QDkMtfuRrB9Qy&es=us-b4-p-e-jn18-audio.cdn.mdstrm.com&ote=1781376887913&ot=tOA_RtxssFzWeQ7n8t3VAg&proto=https&pz=us&cP=128000&awCollectionId=5faaeb72f92d7b07dfe10181&liveId=5fad731fcf097a068af3c8f7&listenerId=85kgFwArL1LjHOaiS33QDkMtfuRrB9Qy
Radio_Vida_Cusco_–_Cusco_–_PE,https://radio.transmite.pe/9318/stream
Radio_Llata_–_92.3_FM_–_Llata_–_Huanuco_–_PE,https://sonic.dattassd.com:10945/
Radio_Deep_Music_–_PE,https://sbc-radio.stream.laut.fm/sbc-radio?t302=2026-06-12_18-54-47&uuid=488dcfa0-5c2e-4575-be2f-b862fb53c50a
Radio_Sudamericana_Tarma_–_Tarma_–_Junín_Region_–_PE,https://conectperu.com/8262/stream
Radio_Estrella_98.1_FM_–_98.1_FM_–_Chimbote_–_PE-ANC,http://radio.datahost.pe:9496/
RADIO_15-50_–_PE-PUN,https://cloud9.ldwebstudios.net:7001/
La_chismosa_–_Cachimayo_–_Cusco_–_PE,http://puroradio.net:8002/stream.mp3
Radio_Amor_por_Cable_–_Chiclayo_–_PE-LAM,https://conectperu.com:7111/
Radio_Los_Angeles_Chepén_–_Chepén_–_PE-LAL,http://94.23.159.187:9950/live
Radio_Coishco_Miradio_Mix_–_PE,https://sp.oyotunstream.com:10964
96.5_FM_Trujillo_–_Trujillo_–_PE-LAL,https://stream9.mexiserver.com/8194/stream
Radio_La_Preferida_–_106.7_FM_–_Chongoyape_–_PE-LAM,https://dattavolt.com/8144/stream
Diario_Perú_–_101.1_FM_–_PE-CAJ,https://mpc1.mediacp.eu:8112/stream
Tropicalisima_–_106.1_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8574/stream
Radio_Tropicana_94.5_FM_–_94.5_FM_–_Huacho_–_Lima_region_–_PE,https://conectperu.com/8190/stream
Stacion_San_Alejandro_91.3_FM_–_91.3_FM_–_San_Clemente_–_PE-ICA,https://radio.livestreamingmundial.com:7015/stream?icy=http
Sabrosa_1540_AM_–_1540_AM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8404/stream
Radio_Loreto_–_Iquitos_–_PE-LOR,http://oyotunstream.com:8006/stream
RADIO_SUPER_STUDIO_–_93.7_FM_–_PE-ARE,http://stream.eistreaming.com:8444/
Radio_Fascinación_–_PE,https://sonicpanel.totalstreaming.net/8046/stream/
ADEP_RADIO_ONLINE_–_PE-LIM,https://conectperu.com/8146/stream
Radio_Sucre_–_PE-LIM,https://server.streamingradios.net:7059
Radio_Otuzco_–_Otuzco_–_PE-LAL,http://centova.perustream.com:8034
Radio_Esfera_–_Uchiza_–_Uchiza_–_PE-SAM,https://dattavolt.com/8008/stream
Radio_Asuncion_–_102.9_FM_–_Yunguyo_–_PE-PUN,https://server.streamingradios.net:8216
Radio_Cosmos_Digital_–_Huacho_–_Lima_region_–_PE,https://conectperu.com/8170/stream
Radio_IEMPSA_–_PE-LIM,https://conectperu.com/8112/stream
Radio_Frecuencia_100_–_100_FM_–_Trujillo_–_PE-LAL,http://oyotunstream.com:7066/.aac
Nora_Noryta_–_PE-LIM,https://radioenlinea.click:8110/radio.mp3
Generación_Kpop_–_PE,http://stream9.mexiserver.com:8242/stream?type=http&nocache=384
Antena_Sur_Chincheros_–_Andahuaylas_–_PE-APU,https://radio.perustream.com/8028/stream
Onda_Okey_95.5_FM_–_95.5_FM_–_PE-HUV,https://conectperu.com/8238/stream
Remembranzas_del_Criollismo_–_PE,https://sonic.sistemahost.es:7045
Presencia_Regional_–_PE-LAM,https://dattavolt.com/8142/stream
Radio_Armonia_–_91.7_FM_–_Huaraz_–_PE-ANC,http://radio.sistemasandinos.org:7146/listen.pls
Radio_Tucume_–_PE-LAM,https://sp.onliveperu.com:7023
Estacion_90’s_radio_–_Ilo_–_PE-MOQ,https://radio.livestreamingmundial.com:7004/live
Radio_Onda_Popular_–_102.9_FM_–_PE-CAJ,https://envivo.top:8443/am
RADIO_RUMBO_–_PE,https://mediastreamm.com/8008/stream
Radio_Latina_95.9_FM_–_95.9_FM_–_San_José_de_Sisa_–_PE-SAM,https://sp.oyotunstream.com:7006/type=mp3
Reina_de_la_Selva_–_Chachapoyas_–_PE-AMA,https://tupanel.info:8244/
T3RX_Radio_–_PE,http://streamingp.shoutcast.com/JamendoLounge?lang=en-US%2cen%3bq%3d0.5
Radio_Virus_–_PE,https://sp.onliveperu.com/8008/stream
Radio_Qorilazo_1210_AM_–_1210_AM_–_Trujillo_–_PE-LAL,http://serviaudio.com:9856/
San_Ignacio_AM_–_Otuzco_–_PE-LAL,https://rr5100.globalhost1.com/8512/stream
Radio_Apolo_–_PE-LIM,https://conectperu.com:7141/
Radio_Corporación_Famicarr_–_Carabamba_–_PE-LAL,https://server.streamingradios.net:7000
La_Super_99.3_FM_–_99.3_FM_–_Soloco_–_PE-AMA,http://iwc2.radioonlinehd.com:8053/stream
Radio_Titanka_–_95.5_FM_–_Andahuaylas_–_PE-APU,https://tupanel.info:8920/
Señal_Pirata_Radio_–_PE,https://conectperu.com:7040
RADIO_BULEVAR_–_PE-TAC,https://conectperu.com/8028/stream
Radio_K’arisia_–_Lluchubamba_–_PE-CAJ,https://radio.livestreamingmundial.com:7044/
Radio_Comas_FM_–_PE-LIM,https://tupanel.info:7390/
Radio_OD_Noticias_–_PE-LIM,https://conectperu.com:7176/
Kodama_Station_–_PE-LIM,https://cast.kodamastation.com/radio/8000/radio.mp3
Radio_Cantemos_–_PE-LIM,https://cloudstream2034.conectarhosting.com/8160/stream
Radio_Laser_–_La_Oroya_–_Junín_Region_–_PE,https://radio.blueditor.com/8242/stream
Radio_Huracan_–_Jauja_–_Junín_Region_–_PE,https://radiosonline.one/listen/huracan/radio.mp3
Radio_Danitza_Producciones_–_PE,https://miradioperu.com:7016/stream
Radio_STUDIO_2190_–_PE-LIM,https://radioenlinea.click:8000/radio.mp3
Ginocchio_RockStar_–_Chimbote_–_PE-ANC,https://sp.onliveperu.com/8140/stream
Diáspora_Radio_–_PE-LIM,https://server6.globalhostla.com:9156/stream
Top_40_Radio_–_PE-ARE,https://conectperu.com/8130/stream
Inka_Stereo_–_100.5_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8578/stream
Radio_Vision_Peru_–_PE-LIM,https://technoplayerserver.net:8106
Radio_Mega_Hits_Peru_–_PE,https://sp.dattavolt.com/8024/stream
Radio_Victoria_–_PE,https://radio.sistemasandinos.org/7238/stream
Melomana_Radio_–_PE-ARE,http://melomana.stream.laut.fm/melomana?t302=2026-06-12_18-55-27&uuid=03336c1c-5af9-4f27-9b60-5852bffc96fb
DUNK_Radio_–_PE-LIM,https://listen.radioking.com/radio/1743/stream/125
Rescate_Rock_and_Pop_radio_–_Callao_–_PE,https://cloudstream2032.conectarhosting.com/9558/
Radio_Melodia_AM_–_PE-ARE,https://stream.radiomelodia.com.pe:8010/radio.mp3
Radio_Vesánico_–_PE-LIM,https://radiosonline.one/radio/8390/radio.mp3
Radio_Synthpop_–_PE-LIM,https://radio.blueditor.com/8250/stream
Radio_la_voz_–_PE-TAC,http://radio.sistemasandinos.org:7096/
ABN_Radio_–_PE-LIM,https://jml-stream.com/radio/8000/radio.mp3
Radio_Lancones_–_99.1_FM_–_Sullana_–_PE-PIU,https://radio.livestreamingmundial.com:7020/stream?icy=http
Radio_Estrella_–_Trujillo_–_PE-LAL,http://radio.datahost.pe:9660/
Radio_Lider_TV_–_PE-LIM,https://conectperu.com:7145/
INCLUB_Radio_–_PE,https://conectperu.com:7008/
Arbusa_Radio_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8570/stream
Radio_Tacna_FM_–_PE-TAC,https://conectperu.com/8024/stream/
Rocio_y_Sus_amigos_–_PE,https://mx.hdaudiostreaming.com:7202
Red_Vida_–_1300_AM_–_Callao_–_PE,http://radio.sistemasandinos.org:7192/
Radio_RSD_Chimbote_–_102.1_FM_–_Chimbote_–_PE-ANC,https://tupanel.info:8240/
Radio_Cinetica_–_97.3_FM_–_La_Oroya_–_Junín_Region_–_PE,https://radio.blueditor.com/8252/stream
Radio_Zona_Latina_97.1_FM_–_97.1_FM_–_PE-CAJ,https://sp.onliveperu.com:7021/
La_Incontrastable_Radio_–_Huancayo_–_Junín_Region_–_PE,https://sonic.globalstream.pro:10962/
Radio_Studio_97_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8598/stream
Radio_Uno_–_PE-TAC,https://stream2.eistreaming.com:10986/
Radio_Onda_Digital_–_PE-LIM,https://conectperu.com:7089/stream.mp3
RADIO_CORA_1250_AM_–_1250_AM_–_PE-LIM,https://mediastreamm.com/radiocora/stream
W80_–_PE,https://sonic.portalfoxmix.club:7130/
Urbana_–_Huaraz_–_PE-ANC,https://radio.sistemasandinos.org:10905/stream
Radio_Hits_–_PE-LAM,https://dattavolt.com/8084/stream
Radio_Nova_Uno_–_PE,http://sv2.globalhostlive.com:7042/stream
La_Rock_N_Pop_–_PE-LIM,https://panelautodj.innovatestream.pe:10951
Radio_Tv_Gracia_y_Verdad_–_Iquitos_–_PE-LOR,https://sonicpanel.us/8078/stream
Radio_Nacional_del_Peru_radio,http://cdnhd.iblups.com/hls/0773874174fd4eba8bb9eff741d190dc.m3u8
Radio_Power,_Lima_radio,https://conectperu.com:7040/stream.nsv
La_Ribereña_90.3_FM_–_90.3_FM_–_PE-ARE,https://radiosonline.one/listen/riberena/radio.mp3
Stereo_Lima_radio,https://panel.innovatestream.pe/8042/stream
Radio_Felicidad_88.9_FM_radio,https://5cefcbf58ba2e.streamlock.net:543/latino/latino.stream/playlist.m3u8
Viva_FM_91.9_radio,https://tupanel.info:8780//stream
LA_ROCK_N_POP_radio,https://panelautodj.innovatestream.pe:10951/stream
Radio_Panamericana_radio,https://us-b4-p-e-pb13-audio.cdn.mdstrm.com/live-audio-aw/6598b62dded1380470f4e539?aid=658ddcc0b2c7835d48fee06d&pid=93FNSJwKvgXCCucYPcRSbiduEHKcEuqr&sid=FoNKMjGEwryZBH7fbJnGHXaS0je9nrwJ&uid=9xPYalRmxPUYXko040WgErl11dG7y4A6&es=us-b4-p-e-pb13-audio.cdn.mdstrm.com&ote=1781376950306&ot=5HqEe7_3pNxKvx8at2KEGw&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b62dded1380470f4e539&listenerId=9xPYalRmxPUYXko040WgErl11dG7y4A6
Radio_Cumbia_Mix_radio,https://us-b4-p-e-cg11-audio.cdn.mdstrm.com/live-audio-aw/6598b6ab95a235085823b24f?aid=658ddcc0b2c7835d48fee06d&pid=oL3xxA5iRLJqb0fF0ibY3CGKqpHIur50&sid=Os7LETbYpQKE70x20p7RcpDC8gist5xh&uid=NCTsbGQYQQj1k7RnlBHGNTGTRTZV6OfC&es=us-b4-p-e-cg11-audio.cdn.mdstrm.com&ote=1781376950960&ot=z_hlLKk6XEBN1VauGng20w&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b6ab95a235085823b24f&listenerId=NCTsbGQYQQj1k7RnlBHGNTGTRTZV6OfC
Onda_Cero_radio,https://us-b4-p-e-jn18-audio.cdn.mdstrm.com/live-audio-aw/6598b65ab398c90871aff8cc?aid=658ddcc0b2c7835d48fee06d&pid=zpPT049pZdCYjcaGq810GceQOWUBqLzG&sid=zSgM2LwWdjcTTb0NkP45R0HkD0GIXfDP&uid=xJVCcHMIWU6KjW4LeQeAKPnIVIR5acmQ&es=us-b4-p-e-jn18-audio.cdn.mdstrm.com&ote=1781376951494&ot=ylsCg2dYxRVM4KgupBcYnA&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b65ab398c90871aff8cc&listenerId=xJVCcHMIWU6KjW4LeQeAKPnIVIR5acmQ
Radio_1160_radio,https://us-b4-p-e-jn18-audio.cdn.mdstrm.com/live-audio-aw/6598b6e1261d9e088a6de859?aid=658ddcc0b2c7835d48fee06d&pid=4bsvYmDIZp4X4vbJWfnATXb9Kl3UvJmf&sid=fJlpnPkK5n4Zud85XpQeMSKxmUJ4TP4C&uid=7dVYqKvQKcdl8KoNXEgAN0lST2zejD4Y&es=us-b4-p-e-jn18-audio.cdn.mdstrm.com&ote=1781376950507&ot=6iv4T_cdDm1bgHc_rXZWuQ&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b6e1261d9e088a6de859&listenerId=7dVYqKvQKcdl8KoNXEgAN0lST2zejD4Y
Radio_La_Nube_radio,https://us-b4-p-e-pb13-audio.cdn.mdstrm.com/live-audio-aw/6598b70f86344b02b58ce836?aid=658ddcc0b2c7835d48fee06d&pid=9XnAAjSHZ2JydrFL2b3dt5AknaUxx2y8&sid=YiYdBc1RhuEDnBRKnp4btyy5OxGTrhGY&uid=dCrAPFHXpNCZY4XHm65hwAis6xXkGRx4&es=us-b4-p-e-pb13-audio.cdn.mdstrm.com&ote=1781376952195&ot=rTdf-UExvAI5IHGR0wsCXQ&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b70f86344b02b58ce836&listenerId=dCrAPFHXpNCZY4XHm65hwAis6xXkGRx4
Radio_Comas_101.7_FM_radio,https://tupanel.info:7390/stream.nsv
Radio_Vinilo_Perú_radio,https://panel.innovatestream.pe/7246/stream
Radio_Level_Hits_radio,https://radio.pjcks.com/7234/stream
Herencia_Rumbera_radio,https://sonic.streamseguro.com/8020/stream
Radio_Tacna_radio,https://mediastreamm.com/8056/stream
Aeroestereo_94.3_FM_radio,https://sonic.globalstream.pro/8054/stream
La_Vaca_radio,https://radio.streamingnacional.online/8168/stream
Poprock_Classic_radio,https://music.poprockenlinea.com/listen/poprock/radio.mp3
Radio_Chalaca_radio,https://sonicpanel.tmcreativos.com/8030/stream
Radio_Usquil_96.5_FM_radio,https://server.streamingradios.net/8128/stream
Su_Majestad_el_Bolero_radio,https://conectperu.com/8366/stream
Digital_Play_FM_radio,https://dpfmadmin.radioca.st/stream
AEROSTEREO_radio,https://panel.aerostereo.com/listen/aerostereo/radio.mp3
Radio_RSD_radio,https://tupanel.info:8240/stream.nsv
Fuego_-_Usquil_radio,https://server01.heplayer.com/8112/stream
Radio_La_Tremenda_radio,https://sp2.servidorrprivado.com/8004/stream.mp3
Radio_Sudamericana_Tarma_radio,https://conectperu.com/8262/stream.
Radio_Virus_radio,https://sp.onliveperu.com/8158/stream
Holy_Spirit_Of_God_Radio_-_ALABANZAS,https://ec2.yesstreaming.net:2695/stream
Radio_Sónica_103.3_radio,https://sonica-zikoxweb2.radioca.st/stream
Rock_N_bar_radio,https://sp.dattavolt.com/8018/stream
Radio_Esperanza_Chepén_radio,https://conectperu.com/8588/stream
Radio_La_Rumba_Pa'gozar_radio,https://rr5100.globalhost1.com/8336/
Radio_Elite_radio,https://radio.livestreamingmundial.com/9242/
Radio_la_J_te_pone_radio,https://radio.publikarte.com.pe/listen/radio_la_j/jstream
Fuego_Cristiano_radio,https://mediastreamm.com/8072/stream
Radio_Hurakan_radio,https://conectperu.com/8406/stream
Radio_Retro_Ilo_radio,https://sp.dattavolt.com/8094/stream
La_Kaprichoza_ke_buena_radio,https://sp.oyotunstream.com/9398/stream
Radio_Furor_Impresionante!_radio,https://dattavolt.com/8188/stream
Locaza_fm_radio,https://sonicpanel.tmcreativos.com/8056/stream
Radio_Peruana_Union_radio,https://cloudstream2034.conectarhosting.com/8008/stream
Radio_Power_TV_radio,https://dattavolt.com/8038/stream
Vida_Nueva_Radio,_Trujillo,https://fpsnew2.listen2myradio.com:2199/listen.php?ip=212.84.160.3\u0026port=8924\u0026type=s2\u0026mount=1
Radiomundialrn_radio,https://sonic.globalstreaming.net:8238/live
Kadena_Radio,https://cloudstream.oppublicidad.com/8006/stream
Radio_Libertad_99.7_FM_radio,https://gnstreammedia.com:8004/stream
RPP_Mundial_radio,https://us-b4-p-e-zs14-audio.cdn.mdstrm.com/live-audio-aw/5faee885eb830d06cf22ed4a
Radio_la_Positiva_-_carabamba_radio,https://mediastreamm.com/8110/stream
RCM_-_Radio_Cristo_en_Mí,https://radio.andaina.net/8052/stream
Planeta99_radio,https://sonicpanel.us:8064/stream
Alpha_plus_radio,https://conectperu.com/8362/stream
Radio_Apurimeña_100.5_fm_radio,https://sonic.dattassd.com/8200/streamstream.nsv
Radio_Huanuco_radio,https://sonic.globalstream.pro/8072/streamstream.nsv
Radio_Mega_Mix_siempre_va_con_tigo_radio,https://sp.onliveperu.com/8120/stream
Platinium_radio,https://cloudstream2032.conectarhosting.com/8116/stream
Radio_Cora_radio,https://mediastreamm.com/8010/stream
Radio_Virú_Star_radio,https://sp.oyotunstream.com:7004/stream
Radio_Tucume_radio,https://sp.onliveperu.com:7023/stream.nsv
Radio_Horizonte_102.7_FM_radio,https://conectperu.com/8144/stream
Radio_Canteña_98.9_FM_–_Te_Encanta_radio,https://streamlive2.hearthis.at:8000/10150921.ogg
Radio_Titanka_radio,https://tupanel.info:8480/stream.nsv
Radio_emanuel7_radio,https://stm.voxhd.com.br:10224/
Sin_Mordaza_radio,https://radio.livestreamingmundial.com/8346/stream
Flow_Cristiano_radio,https://mediastreamm.com/8054/stream
Radio_Del_Sur_radio,https://mediastreamm.com/8078/stream
Onda_7_Radio,https://play14.tikast.com:20026/
La_Juerga_radio,https://conectperu.com/8276/stream
Radio_Coishco_mi_Radiomix,https://sp.oyotunstream.com:10964/stream.nsv
Radio_Rumba_radio,https://dattavolt.com/8248/stream
Vision_Radio,https://sonicpanel.tmcreativos.com/8010/stream
Radio_Milenio_104.9_FM_radio,https://sonic.dattassd.com/9924/steram
Radio_Khaos_radio,https://khaos.stream.laut.fm/khaos
Radio_Metropolitana_radio,https://Fps3.listen2myradio.com:2199/listen.php?ip=109.169.23.124\u0026port=8404\u0026type=ice\u0026mount=stream
Estación_Libre_-_Tambo_radio,http://150.136.177.28:8000/radio.mp3
LAS_NOCHES_CON_ARNOLD_RADIO,https://as100.globalhost1.com/8042/stream
Radio_Apurimeña_97.3_radio,https://sonic.dattassd.com/8080/stream:stream.nsv
Radio_Las_Vegas_radio,https://radio.perustreaming.net/8014/stream
Radio_Gozo_Alabanza_radio,https://sp.dattavolt.com/8170/stream
Radio_Aeroestereo_Online_radio,https://conectperu.com:7025/stream?icy=http
Radio_Latina_990_AM_radio,https://stm2.srvif.com:7974/stream
Radio_Urano_fm_radio,https://c6.radioboss.fm:8271/stream
Reina_de_la_Selva_radio,http://tupanel.info:8244/
Radio_Superior_Fm,https://server.streamingradios.net/8134/stream
Radio_Millenium_Lima,https://server.streamingradios.net/8174/stream
Radio_La_Rumba_Pa'gozar,https://server.streamingradios.net/8116/stream
Radio_Apurimeña_100.5_fm,https://sonic.dattassd.com/8200/stream
Radio_Brava,_Ayacucho_radio,https://conectperu.com:7177/
Radio_Poder_Sureño_radio,http://conectperu.com/8038/stream
Radio_Melodia_Arequipa_AM,http://online.radiodifusion.net:8020/stream.nsv
Radio_Top_Hit_101.9_radio,http://sp.onliveperu.com:8050/
Radio_Estación_X_102.1_FM,https://whmsonic.playerfullhd.com/8342/stream
Radio_Capullana_95.7_radio,https://radio.livestreamingmundial.com:7032/
Radio_Lazer_-_Trujillo,https://server.streamingradios.net/8108/stream
Radio_Studio_Lider_Fm,https://sonic.dattassd.com/8080/stream:
Radio_Victoria_En_Cristo,https://server.streamingradios.net/8048/stream
Studio_1,https://sp.dattavolt.com:7049/stream.nsv
Radio_Stereo_A_103.9_Fm,https://stream2.eistreaming.com:10992/stream.nsv
Metropolitana_Radio_Peruana_(Lima),http://99.198.110.162:8130/stream/1/
Radio_Cadenatop_(Lima),http://online.radiodifusion.net:8020/stream/1/
Radio_Lamud,https://cloudstream2036.conectarhosting.com/8130/stream
Radio_Calor_(Huancayo),http://corporacionlatina.com:8000/stream/1/
Radio_Los_Angeles_(Chepen),http://94.23.159.187:9950/stream/1/
Radio_Sistemas_(Cusco),https://player.xcast.com.br/proxy/7362
Libertad_Online,https://sechin.grupocentroserver.com/radio/8020/radio.mp3
Radio_Super_Latina_Mono_(Huancayo),http://corporacionlatina.com:7004/stream/1/
Radio_Yaravi_(Arequipa),https://tupanel.info:2000/stream/radioyaravi/stream/1/
