Música,#genre#
Doble_Nueve_-_MILLENNIAL,https://conectperu.com/8004/stream
Radio_Corazón_(Peru),https://us-b4-p-e-pb13-audio.cdn.mdstrm.com/live-audio-aw/5fada514fc16c006bd63370f/playlist.m3u8?aid=5faaeb72f92d7b07dfe10181&pid=2hNc8vYd68wWxwhj2fEyfxZimfTN303p&sid=1qhhlLH3Bn7GbZAVCVbO1Oymhp8Abwnt&uid=Ev06ubBsODclgfwnqT6mg4ntUwrOjspG&es=us-b4-p-e-pb13-audio.cdn.mdstrm.com&ote=1766420703627&ot=2BqMEXjFffGPGd7TbP7SCg&proto=https&pz=us&cP=128000&awCollectionId=5faaeb72f92d7b07dfe10181&liveId=5fada514fc16c006bd63370f&listenerId=Ev06ubBsODclgfwnqT6mg4ntUwrOjspG
Radio_Patamarca_FM,https://radio.transmite.pe/9400/stream
Radio_Cristo_Viene_Pronto,https://whmsonic.playerfullhd.com/9440/stream
Radio_Emmanuel_La_Voz_de_la_Esperanza_-_Chulucanas,https://conectperu.com/8216/stream
Radio_Super_Fiesta,https://radio.sistemasandinos.org/7274/stream
RADIO_PAMPA_YURAC,https://rr5200.globalhost1.com/8242/stream
RADIO_GO,http://equinox.shoutca.st:8741/stream
Radio_Sound_Play,https://dattavolt.com/8214/stream
La_Ribereña,https://sp.oyotunstream.com/9404/stream
Radio_Stereo_Mix,https://radio.sistemasandinos.org/7208/stream
RetRock,https://sonicpanel.streaming10.net/7044/stream/1/
EUFORIA_PERUANA,https://sp.oyotunstream.com:10969/
Radio_JVM_la_Estación,https://jvmlaestacion.stream.laut.fm/jvmlaestacion?t302=2025-12-21_16-24-42&uuid=4c528fc0-7f09-4a90-a469-6a55ffd32f00
Radio_Clasica_Rock&Pop,https://sonicpanel.globalstream.pro/8042/stream
Radio_Ondas_del_Rio_Mayo_–_105.7_FM_–_PE-LIM,https://sp.onliveperu.com/8090/stream/1/
Radio_Onda_Sureña_–_PE,https://sonicpanel.streaming10.net/7040/stream
Estereo_Luz_Celestial,https://hd.streamingfullhd.net:7032/
Radio_Unsj_93.1_FM_–_93.1_FM_–_San_Juan_–_PE-CAJ,https://streaming.radiosenlinea.com.ar/cp/links.php?p=8122&m=pls
Radio_Nokaut_–_PE,https://cloudstream.oppublicidad.com/8040/stream
MÁXIMA_FM_–_Barranca_–_Lima_region_–_PE,https://conectperu.com/8132/stream
La_Super_99.3_FM_–_99.3_FM_–_PE-CAJ,http://sh1.radioonlinehd.com:8066/
Radio_Estación_Paraiso_–_PE-LIM,https://cloudstream2034.conectarhosting.com/8202/stream
La_Kuadra_–_94.3_FM_–_Chota_–_PE-CAJ,https://dattavolt.com/8046/stream
Tropikana_Radio_–_Andahuaylas_–_Andahuaylas_–_PE-APU,https://tupanel.info:9930/
Neysan_Plus_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8264/stream
Radio_Es-Perú_–_107.8_FM_–_PE-LIM,https://player.lcinternet.es/v9/cc694_id1022/?pl=winamp&c=Radio%20Es-Per%C3%BA
Radio_Mineria_–_La_Oroya_–_Junín_Region_–_PE,https://radio.blueditor.com/8244/stream
Radio_Disney_Peru_–_PE-LIM,https://26573.live.streamtheworld.com/DISNEY_PER_LM_SC?dist=web-radiodisney-disneylatino
Radio_Eten_FM_–_Eten_–_PE-LAM,https://sp.onliveperu.com:7080
RocaFM_Lima_–_104.8_FM_–_Trujillo_–_PE-LAL,https://xxdelgado.radioca.st
RADIO_BAHÍA_5_FM_–_102.5_FM_–_San_Bartolo_–_Lima_region_–_PE,https://conectperu.com:7086/stream?icy=http
Radio_Wayra_Huancansancos_–_PE-AYA,http://start.hostreamperu.com:10108/
La_Super_99.3_FM_–_99.3_FM_–_PE-TAC,https://sh1.radioonlinehd.com:8068/
Radio_Inspiracion_–_98.1_FM_–_Nauta_–_PE-LOR,https://sp.dattavolt.com/8098/stream
Radio_Onda_Popular_FM_–_Juliaca_–_PE-PUN,https://dattavolt.com/8278/stream
Fidelísima_Radio_–_107.7_FM_–_Chachapoyas_–_PE-AMA,http://st3.inkaniserver.net:8008/
Mi_Radio_Peruana_–_PE,https://servidor14.brlogic.com:7436/live
Radio_Huancayo_–_870_AM_–_PE-ARE,https://cloud9.ldwebstudios.net/8002/stream
Radio_Caliente_–_100.5_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8564/stream
Radio_Voz_Cristiana_–_1470_AM_–_Huancayo_–_Junín_Region_–_PE,https://dattavolt.com/8086/stream
Esfera_Radio_–_Chachapoyas_–_PE-AMA,http://oyotunstream.com:7360/
Radio_Libertad_–_Casma_–_PE-ANC,https://conectperu.com:7152/
Radio_Líder_–_970_AM_–_PE-CAJ,https://sonicpanel.streaming10.net:10981/live
Radio_Level_Hits_–_PE,http://ip.peruhits.com:7234/stream.mp3
Estéreo_G_La_Grande_–_PE-LAM,https://dattavolt.com/8132/stream
Radio_Stereo_Network_–_PE-LIM,https://sonic.cloudstreaming.eu/8122/stream
Fama_Sur_–_PE,http://oyotunstream.com:9326/stream
Radio_Potencial_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8086/stream
Punta_Radio_–_Acos_–_Lima_region_–_PE,https://dattavolt.com/8328/stream
Sentimiento_Andino_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8572/stream
La_tuna_radio_–_PE-LIM,https://cast.latunaradio.com/radio/8000/stream
Radio_Chevere_–_Huaraz_–_PE-ANC,https://radio.sistemasandinos.org:10992/stream?icy=http
Fuego_Mix_–_PE-ARE,http://radio.sistemasandinos.org:7166/
Radio_Titanka_–_Abancay_–_Abancay_–_PE-APU,https://tupanel.info:8480/
Radio_La_Chismosa_–_PE-TUM,https://server.streamingradios.net:7053
Radio_Nueva_Jerusalen_103.7_FM_–_103.7_FM_–_Trujillo_–_PE-LAL,https://server.streamingradios.net:8214
RADIO_NORANDINA_–_PE,https://mediastreamm.com/norandina/stream
Radio_Girasol_Sechura_–_99.5_FM_–_Sechura_–_PE-PIU,https://miradioperu.com:7010/
Radio_Sol_–_PE-MOQ,https://st3.inkaniserver.net:8060/stream
RADIO_EXITO_97.9_FM_–_PE-CAJ,https://rr5100.globalhost1.com/8352/stream
Radio_Felicidad_AM_–_PE-ARE,https://us-b4-p-e-mg17-audio.cdn.mdstrm.com/live-audio-aw/5fad731fcf097a068af3c8f7/playlist.m3u8?aid=5faaeb72f92d7b07dfe10181&pid=RHFS8v7L5Hty2IM9Jmfl8vJLHFZXEqvw&sid=EKLiQXOdpS1Foad5ghQNu6s1SnU8MzUD&uid=QtY8VKQh3I1gUodPXoE9qLXdrnJxUgBt&es=us-b4-p-e-mg17-audio.cdn.mdstrm.com&ote=1766420740168&ot=DECkdMNxF-Xekc8eqsoL-g&proto=https&pz=us&cP=128000&awCollectionId=5faaeb72f92d7b07dfe10181&liveId=5fad731fcf097a068af3c8f7&listenerId=QtY8VKQh3I1gUodPXoE9qLXdrnJxUgBt
Radio_Karicia_–_107.5_FM_–_Tarapoto_–_PE-SAM,https://reproductor.tmcreativos.com/radiokar/index.php?pl=winamp&c=Kargen%20Enk%20Radio
Radio_Qhaphiya_99.7_FM_–_99.7_FM_–_Yunguyo_–_PE-PUN,https://server.streamingradios.net:7001
Radio_Vida_Cusco_–_Cusco_–_PE,https://radio.transmite.pe/9318/stream
Radio_Eco_–_91.1_FM_–_PE-AYA,https://server.streamingradios.net:7097
RADIO_15-50_–_PE-PUN,https://cloud9.ldwebstudios.net:7001/
Radio_Onda_Celestial_–_Ilave_–_PE-PUN,https://server.streamingradios.net:7008/stream
Radio_Llata_–_92.3_FM_–_Llata_–_Huanuco_–_PE,https://sonic.dattassd.com:10945/
Radio_Girasol_Piura_–_107.1_FM_–_PE-PIU,https://miradioperu.com:7009/
96.5_FM_Trujillo_–_Trujillo_–_PE-LAL,https://stream9.mexiserver.com/8194/stream
Radio_Sudamericana_Tarma_–_Tarma_–_Junín_Region_–_PE,https://conectperu.com/8262/stream
Agua_Marina_Radio_–_Sechura_–_PE-PIU,https://miradioperu.com:7007/
Nora_Noryta_–_PE-LIM,https://radioenlinea.click:8110/radio.mp3
Radio_Los_Angeles_Chepén_–_Chepén_–_PE-LAL,http://94.23.159.187:9950/live
Stacion_San_Alejandro_91.3_FM_–_91.3_FM_–_San_Clemente_–_PE-ICA,https://radio.livestreamingmundial.com:7015/stream?icy=http
Diario_Perú_–_101.1_FM_–_PE-CAJ,https://mpc1.mediacp.eu:8112/stream
Radio_Amor_por_Cable_–_Chiclayo_–_PE-LAM,https://conectperu.com:7111/
Radio_Coishco_Miradio_Mix_–_PE,https://sp.oyotunstream.com:10964
Estrella_Supermercados_–_Camaná_–_PE-ARE,https://streamingp.shoutcast.com/JamendoLounge?lang=*
Radio_Deep_Music_–_PE,https://sbc-radio.stream.laut.fm/sbc-radio?t302=2025-12-21_16-25-39&uuid=7b8b09de-6be2-4896-90ab-143e1e44928e
RPM_–_Cuarto_Poder_–_Yunguyo_–_PE-PUN,https://radiosonline.one/listen/rpm/radio.mp3
Sabrosa_1540_AM_–_1540_AM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8404/stream
Radio_La_Preferida_–_106.7_FM_–_Chongoyape_–_PE-LAM,https://dattavolt.com/8144/stream
Radio_Fascinación_–_PE,https://sonicpanel.totalstreaming.net/8046/stream/
DESKA_Radio_–_PE-LIM,https://studio25.radiolize.com/radio/8010/radio.mp3
Tropicalisima_–_106.1_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8574/stream
Xtreme_Radio_–_PE-LIM,https://server.streamingradios.net:7003
Remembranzas_del_Criollismo_–_PE,https://sonic.sistemahost.es:7045
Radio_Loreto_–_Iquitos_–_PE-LOR,http://oyotunstream.com:8006/stream
Generación_Kpop_–_PE,http://stream9.mexiserver.com:8242/stream?type=http&nocache=384
Radio_Tropicana_94.5_FM_–_94.5_FM_–_Huacho_–_Lima_region_–_PE,https://conectperu.com/8190/stream
Radio_Otuzco_–_Otuzco_–_PE-LAL,http://centova.perustream.com:8034
ADEP_RADIO_ONLINE_–_PE-LIM,https://conectperu.com/8146/stream
Radio_Esfera_–_Uchiza_–_Uchiza_–_PE-SAM,https://dattavolt.com/8008/stream
Antena_Sur_Chincheros_–_Andahuaylas_–_PE-APU,https://radio.perustream.com/8028/stream
Radio_IEMPSA_–_PE-LIM,https://conectperu.com/8112/stream
Radio_Tucume_–_PE-LAM,https://sp.onliveperu.com:7023
Radio_Cosmos_Digital_–_Huacho_–_Lima_region_–_PE,https://conectperu.com/8170/stream
Radio_Armonia_–_91.7_FM_–_Huaraz_–_PE-ANC,http://radio.sistemasandinos.org:7146/listen.pls
Radio_Sucre_–_PE-LIM,https://server.streamingradios.net:7059
Radio_Qorilazo_1210_AM_–_1210_AM_–_Trujillo_–_PE-LAL,http://serviaudio.com:9856/
Presencia_Regional_–_PE-LAM,https://dattavolt.com/8142/stream
Estacion_90’s_radio_–_Ilo_–_PE-MOQ,https://radio.livestreamingmundial.com:7004/live
Onda_Okey_95.5_FM_–_95.5_FM_–_PE-HUV,https://conectperu.com/8238/stream
Radio_Frecuencia_100_–_100_FM_–_Trujillo_–_PE-LAL,http://oyotunstream.com:7066/.aac
Radio_Tv_Aroma_Del_Cielo_Oficial_–_Trujillo_–_PE-LAL,https://radio.playerfullhd.com/8108/stream
T3RX_Radio_–_PE,http://streamingp.shoutcast.com/JamendoLounge?lang=en-US%2cen%3bq%3d0.5
Radio_Virus_–_PE,https://sp.onliveperu.com/8008/stream
Radio_Latina_95.9_FM_–_95.9_FM_–_San_José_de_Sisa_–_PE-SAM,https://sp.oyotunstream.com:7006/type=mp3
San_Ignacio_AM_–_Otuzco_–_PE-LAL,https://rr5100.globalhost1.com/8512/stream
RADIO_RUMBO_–_PE,https://mediastreamm.com/8008/stream
Radio_K’arisia_–_Lluchubamba_–_PE-CAJ,https://radio.livestreamingmundial.com:7044/
Reina_de_la_Selva_–_Chachapoyas_–_PE-AMA,https://tupanel.info:8244/
La_Super_99.3_FM_–_99.3_FM_–_Soloco_–_PE-AMA,http://iwc2.radioonlinehd.com:8053/stream
Radio_Titanka_–_95.5_FM_–_Andahuaylas_–_PE-APU,https://tupanel.info:8920/
Radio_Apolo_–_PE-LIM,https://conectperu.com:7141/
Radio_Corporación_Famicarr_–_Carabamba_–_PE-LAL,https://server.streamingradios.net:7000
Kodama_Station_–_PE-LIM,https://cast.kodamastation.com/radio/8000/radio.mp3
Señal_Pirata_Radio_–_PE,https://conectperu.com:7040
RADIO_BULEVAR_–_PE-TAC,https://conectperu.com/8028/stream
Radio_Comas_FM_–_PE-LIM,https://tupanel.info:7390/
Radio_Cantemos_–_PE-LIM,https://cloudstream2034.conectarhosting.com/8160/stream
Diáspora_Radio_–_PE-LIM,https://server6.globalhostla.com:9156/stream
Radio_Vision_Peru_–_PE-LIM,https://technoplayerserver.net:8106
Radio_OD_Noticias_–_PE-LIM,https://conectperu.com:7176/
Radio_Danitza_Producciones_–_PE,https://miradioperu.com:7016/stream
Radio_STUDIO_2190_–_PE-LIM,https://radioenlinea.click:8000/radio.mp3
Radio_Huracan_–_Jauja_–_Junín_Region_–_PE,https://radiosonline.one/listen/huracan/radio.mp3
Ginocchio_RockStar_–_Chimbote_–_PE-ANC,https://sp.onliveperu.com/8140/stream
Top_40_Radio_–_PE-ARE,https://conectperu.com/8130/stream
Inka_Stereo_–_100.5_FM_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8578/stream
Radio_Melodia_AM_–_PE-ARE,https://stream.radiomelodia.com.pe:8010/radio.mp3
Radio_Victoria_–_PE,https://radio.sistemasandinos.org/7238/stream
Radio_Mega_Hits_Peru_–_PE,https://sp.dattavolt.com/8024/stream
Rescate_Rock_and_Pop_radio_–_Callao_–_PE,https://cloudstream2032.conectarhosting.com/9558/
DUNK_Radio_–_PE-LIM,https://listen.radioking.com/radio/1743/stream/125
Radio_Synthpop_–_PE-LIM,https://radio.blueditor.com/8250/stream
Radio_Vesánico_–_PE-LIM,https://radiosonline.one/radio/8390/radio.mp3
Radio_Lancones_–_99.1_FM_–_Sullana_–_PE-PIU,https://radio.livestreamingmundial.com:7020/stream?icy=http
ABN_Radio_–_PE-LIM,https://jml-stream.com/radio/8000/radio.mp3
Radio_Maravillosa_–_Trujillo_–_PE-LAL,https://streaming.servicioswebmx.com/8144/stream
Radio_Stereo_Uno_102.9_FM_–_102.9_FM_–_PE-HUC,https://server.streamingradios.net:7040
Rocio_y_Sus_amigos_–_PE,https://mx.hdaudiostreaming.com:7202
Radio_Carlos_Guido_–_Yunguyo_–_PE-PUN,https://server.streamingradios.net:8006
Arbusa_Radio_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8570/stream
Radio_RSD_Chimbote_–_102.1_FM_–_Chimbote_–_PE-ANC,https://tupanel.info:8240/
Radio_Lider_TV_–_PE-LIM,https://conectperu.com:7145/
Radio_Tacna_FM_–_PE-TAC,https://conectperu.com/8024/stream/
Radio_Uno_–_PE-TAC,https://stream2.eistreaming.com:10986/
INCLUB_Radio_–_PE,https://conectperu.com:7008/
Radio_Cinetica_–_97.3_FM_–_La_Oroya_–_Junín_Region_–_PE,https://radio.blueditor.com/8252/stream
Radio_Zona_Latina_97.1_FM_–_97.1_FM_–_PE-CAJ,https://sp.onliveperu.com:7021/
Radio_Studio_97_–_Trujillo_–_PE-LAL,https://rr5100.globalhost1.com/8598/stream
Urbana_–_Huaraz_–_PE-ANC,https://radio.sistemasandinos.org:10905/stream
W80_–_PE,https://sonic.portalfoxmix.club:7130/
Radio_Onda_Digital_–_PE-LIM,https://conectperu.com:7089/stream.mp3
RADIO_CORA_1250_AM_–_1250_AM_–_PE-LIM,https://mediastreamm.com/radiocora/stream
Melomana_Radio_–_PE-ARE,http://melomana.stream.laut.fm/melomana?t302=2025-12-21_16-26-25&uuid=6ac8dd48-d7ac-4e40-a042-8707f6e8fe17
Radio_Hits_–_PE-LAM,https://dattavolt.com/8084/stream
La_Rock_N_Pop_–_PE-LIM,https://panelautodj.innovatestream.pe:10951
Radio_Nova_Uno_–_PE,http://sv2.globalhostlive.com:7042/stream
La_Ribereña_90.3_FM_–_90.3_FM_–_PE-ARE,https://radiosonline.one/listen/riberena/radio.mp3
Radio_La_Nube_radio,https://us-b4-p-e-mg17-audio.cdn.mdstrm.com/live-audio-aw/6598b70f86344b02b58ce836?aid=658ddcc0b2c7835d48fee06d&pid=avyOHNbHIUXixxwlEfppNGLeZfHMvHV7&sid=UP3PyAIoVJofriOK971XmcGrtZunT5lV&uid=YSHdFWiPfVrvh2lOJZOCce7Xo4Fzrsie&es=us-b4-p-e-mg17-audio.cdn.mdstrm.com&ote=1766420813557&ot=Uqeknt1S7joK70G2-v0BFA&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b70f86344b02b58ce836&listenerId=YSHdFWiPfVrvh2lOJZOCce7Xo4Fzrsie
Radio_Nacional_del_Peru_radio,http://cdnhd.iblups.com/hls/0773874174fd4eba8bb9eff741d190dc.m3u8
Stereo_Lima_radio,https://panel.innovatestream.pe/8042/stream
Viva_FM_91.9_radio,https://tupanel.info:8780//stream
Radio_Felicidad_88.9_FM_radio,https://5cefcbf58ba2e.streamlock.net:543/latino/latino.stream/playlist.m3u8
Radio_Power,_Lima_radio,https://conectperu.com:7040/stream.nsv
Radio_1160_radio,https://us-b4-p-e-pb13-audio.cdn.mdstrm.com/live-audio-aw/6598b6e1261d9e088a6de859?aid=658ddcc0b2c7835d48fee06d&pid=5VGSkBJSmAN9lL2j68hIBaYxaAlWORvb&sid=cdpHFhzWvVQyAbJoTYmYFO6iv1E8EXOq&uid=Zv67qwZZazR9iNFcYsk3lRIDq2y9YxgS&es=us-b4-p-e-pb13-audio.cdn.mdstrm.com&ote=1766420809155&ot=GuOHu83mbacY5k0e2Vq0iA&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b6e1261d9e088a6de859&listenerId=Zv67qwZZazR9iNFcYsk3lRIDq2y9YxgS
LA_ROCK_N_POP_radio,https://panelautodj.innovatestream.pe:10951/stream
Radio_Panamericana_radio,https://us-b4-p-e-qg12-audio.cdn.mdstrm.com/live-audio-aw/6598b62dded1380470f4e539?aid=658ddcc0b2c7835d48fee06d&pid=aTpVEeBdrtAEY8hXoVlquBjycAxO0XAr&sid=nCK8k5WqnYAeylVdRKumTemMylQNLvs9&uid=UbxVkn187g6F6bRGOQw2NRlrEjOxNdsy&es=us-b4-p-e-qg12-audio.cdn.mdstrm.com&ote=1766420809005&ot=u29x41LNdrkdXAw8fWEZjg&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b62dded1380470f4e539&listenerId=UbxVkn187g6F6bRGOQw2NRlrEjOxNdsy
Onda_Cero_radio,https://us-b4-p-e-jn18-audio.cdn.mdstrm.com/live-audio-aw/6598b65ab398c90871aff8cc?aid=658ddcc0b2c7835d48fee06d&pid=KsCJ30n1E0ksI8BlgiQk9yeeASEYXgcv&sid=eF8b5oPDtOacqo5WBccxmhyZHa0bt8oG&uid=qS3lHpXpWeaI9v5A89uPJTobCM8STFnH&es=us-b4-p-e-jn18-audio.cdn.mdstrm.com&ote=1766420813354&ot=rp-lM9yojfzoJMFpykRA0g&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b65ab398c90871aff8cc&listenerId=qS3lHpXpWeaI9v5A89uPJTobCM8STFnH
Radio_Cumbia_Mix_radio,https://us-b4-p-e-ml19-audio.cdn.mdstrm.com/live-audio-aw/6598b6ab95a235085823b24f?aid=658ddcc0b2c7835d48fee06d&pid=N0l8YHtK2cTOKiNfrx1QmsvbFsOtBByY&sid=zkI4SfZazAORqaznHV6CXKKN0NENQeGF&uid=Xs4B9FXeD2LmfbTd34PtuwjOsnqiyWPJ&es=us-b4-p-e-ml19-audio.cdn.mdstrm.com&ote=1766420813346&ot=oNmYWhjnd9IaItlkIrK-eA&proto=https&pz=us&cP=128000&awCollectionId=658ddcc0b2c7835d48fee06d&liveId=6598b6ab95a235085823b24f&listenerId=Xs4B9FXeD2LmfbTd34PtuwjOsnqiyWPJ
Radio_Tv_Gracia_y_Verdad_–_Iquitos_–_PE-LOR,https://sonicpanel.us/8078/stream
Radio_Comas_101.7_FM_radio,https://tupanel.info:7390/stream.nsv
Radio_Vinilo_Perú_radio,https://panel.innovatestream.pe/7246/stream
Herencia_Rumbera_radio,https://sonic.streamseguro.com/8020/stream
Radio_Level_Hits_radio,https://radio.pjcks.com/7234/stream
La_Vaca_radio,https://radio.streamingnacional.online/8168/stream
Aeroestereo_94.3_FM_radio,https://sonic.globalstream.pro/8054/stream
Poprock_Classic_radio,https://music.poprockenlinea.com/listen/poprock/radio.mp3
Radio_Chalaca_radio,https://sonicpanel.tmcreativos.com/8030/stream
Radio_Usquil_96.5_FM_radio,https://server.streamingradios.net/8128/stream
Radio_Tacna_radio,https://mediastreamm.com/8056/stream
Su_Majestad_el_Bolero_radio,https://conectperu.com/8366/stream
Radio_RSD_radio,https://tupanel.info:8240/stream.nsv
AEROSTEREO_radio,https://panel.aerostereo.com/listen/aerostereo/radio.mp3
Fuego_-_Usquil_radio,https://server01.heplayer.com/8112/stream
Radio_La_Tremenda_radio,https://sp2.servidorrprivado.com/8004/stream.mp3
Radio_Virus_radio,https://sp.onliveperu.com/8158/stream
Radio_Sudamericana_Tarma_radio,https://conectperu.com/8262/stream.
Radio_Elite_radio,https://radio.livestreamingmundial.com/9242/
Radio_Sónica_103.3_radio,https://sonica-zikoxweb2.radioca.st/stream
Radio_La_Rumba_Pa'gozar_radio,https://rr5100.globalhost1.com/8336/
Sintonia_Latina_radio,http://solid67.streamupsolutions.com:8048/;
Rock_N_bar_radio,https://sp.dattavolt.com/8018/stream
Radio_Victoria_En_Cristo_radio,https://server.streamingradios.net:8028/stream
Radio_Furor_Impresionante!_radio,https://dattavolt.com/8188/stream
Radio_Retro_Ilo_radio,https://sp.dattavolt.com/8094/stream
Radio_Esperanza_Chepén_radio,https://conectperu.com/8588/stream
Radio_Hurakan_radio,https://conectperu.com/8406/stream
Fuego_Cristiano_radio,https://mediastreamm.com/8072/stream
Vida_Nueva_Radio,_Trujillo,https://fpsnew2.listen2myradio.com:2199/listen.php?ip=212.84.160.3\u0026port=8924\u0026type=s2\u0026mount=1
La_Kaprichoza_ke_buena_radio,https://sp.oyotunstream.com/9398/stream
Locaza_fm_radio,https://sonicpanel.tmcreativos.com/8056/stream
Radio_Power_TV_radio,https://dattavolt.com/8038/stream
Radio_Peruana_Union_radio,https://cloudstream2034.conectarhosting.com/8008/stream
RPP_Mundial_radio,https://us-b4-p-e-zs14-audio.cdn.mdstrm.com/live-audio-aw/5faee885eb830d06cf22ed4a
RCM_-_Radio_Cristo_en_Mí,https://radio.andaina.net/8052/stream
Radio_Libertad_99.7_FM_radio,https://gnstreammedia.com:8004/stream
Planeta99_radio,https://sonicpanel.us:8064/stream
Radiomundialrn_radio,https://sonic.globalstreaming.net:8238/live
Alpha_plus_radio,https://conectperu.com/8362/stream
Radio_Apurimeña_100.5_fm_radio,https://sonic.dattassd.com/8200/streamstream.nsv
Radio_la_Positiva_-_carabamba_radio,https://mediastreamm.com/8110/stream
Radio_Mega_Mix_siempre_va_con_tigo_radio,https://sp.onliveperu.com/8120/stream
Radio_Titanka_radio,https://tupanel.info:8480/stream.nsv
Platinium_radio,https://cloudstream2032.conectarhosting.com/8116/stream
Radio_Tucume_radio,https://sp.onliveperu.com:7023/stream.nsv
Radio_Huanuco_radio,https://sonic.globalstream.pro/8072/streamstream.nsv
Sin_Mordaza_radio,https://radio.livestreamingmundial.com/8346/stream
Radio_Horizonte_102.7_FM_radio,https://conectperu.com/8144/stream
Radio_Cora_radio,https://mediastreamm.com/8010/stream
Radio_emanuel7_radio,https://stm.voxhd.com.br:10224/
Flow_Cristiano_radio,https://mediastreamm.com/8054/stream
La_Juerga_radio,https://conectperu.com/8276/stream
Radio_Coishco_mi_Radiomix,https://sp.oyotunstream.com:10964/stream.nsv
Radio_Rumba_radio,https://dattavolt.com/8248/stream
LAS_NOCHES_CON_ARNOLD_RADIO,https://as100.globalhost1.com/8042/stream
Radio_Milenio_104.9_FM_radio,https://sonic.dattassd.com/9924/steram
Radio_Apurimeña_97.3_radio,https://sonic.dattassd.com/8080/stream:stream.nsv
Vision_Radio,https://sonicpanel.tmcreativos.com/8010/stream
Radio_Metropolitana_radio,https://Fps3.listen2myradio.com:2199/listen.php?ip=109.169.23.124\u0026port=8404\u0026type=ice\u0026mount=stream
Radio_Capullana_95.7_radio,https://radio.livestreamingmundial.com:7032/
Radio_Las_Vegas_radio,https://radio.perustreaming.net/8014/stream
Radio_Gozo_Alabanza_radio,https://sp.dattavolt.com/8170/stream
Estación_Libre_-_Tambo_radio,http://150.136.177.28:8000/radio.mp3
Radio_Otuzco_radio,http://Centova.perustream.com:8034/stream.nsv
Radio_Del_Sur_radio,https://mediastreamm.com/8078/stream
Radio_Latina_990_AM_radio,https://stm2.srvif.com:7974/stream
Reina_de_la_Selva_radio,http://tupanel.info:8244/
Radio_Aeroestereo_Online_radio,https://conectperu.com:7025/stream?icy=http
Radio_Top_Hit_101.9_radio,http://sp.onliveperu.com:8050/
Radio_Poder_Sureño_radio,http://conectperu.com/8038/stream
Radio_La_Hermosa_Perú,https://vivo.miradio.in/8080/stream
Radio_Fantàstico_Piura_radio,http://147.135.130.215:8666/
Radio_Millenium_Lima,https://server.streamingradios.net/8174/stream
Radio_Superior_Fm,https://server.streamingradios.net/8134/stream
Radio_Melodia_Arequipa_AM,http://online.radiodifusion.net:8020/stream.nsv
PopRock_En_Línea_Directa,https://whmsonic.playerfullhd.com/8346/stream
Radio_Apurimeña_100.5_fm,https://sonic.dattassd.com/8200/stream
Radio_La_Rumba_Pa'gozar,https://server.streamingradios.net/8116/stream
Studio_1,https://sp.dattavolt.com:7049/stream.nsv
Radio_Studio_Lider_Fm,https://sonic.dattassd.com/8080/stream:
Radio_Lazer_-_Trujillo,https://server.streamingradios.net/8108/stream
Radio_Stereo_A_103.9_Fm,https://stream2.eistreaming.com:10992/stream.nsv
Radio_Victoria_En_Cristo,https://server.streamingradios.net/8048/stream
Radio_Estación_X_102.1_FM,https://whmsonic.playerfullhd.com/8342/stream
Radio_Cadenatop_(Lima),http://online.radiodifusion.net:8020/stream/1/
Radio_Lamud,https://cloudstream2036.conectarhosting.com/8130/stream
Metropolitana_Radio_Peruana_(Lima),http://99.198.110.162:8130/stream/1/
Radio_Calor_(Huancayo),http://corporacionlatina.com:8000/stream/1/
Libertad_Online,https://sechin.grupocentroserver.com/radio/8020/radio.mp3
Radio_Urano_fm_radio,https://c6.radioboss.fm:8271/stream
Radio_Super_Latina_Mono_(Huancayo),http://corporacionlatina.com:7004/stream/1/
Radio_Libertad_de_Junín,http://radio.transmite.pe:9342/stream/1/
Radio_Norandina_de_Celendin,https://mediastreamm.com/8012/stream
Radio_Sistemas_(Cusco),https://player.xcast.com.br/proxy/7362
Cadena_Top_Radio_Reggae_(Lima),http://online.radiodifusion.net:8054/stream/1/
Radio_Yaravi_(Arequipa),https://tupanel.info:2000/stream/radioyaravi/stream/1/
MALKI_Radio_World_Music,https://tupanel.info:8244/stream/1/
Radio_La_Luz_(Lima),http://radio.transmite.pe:9310/stream/1/
Radio_María,http://dreamsiteradiocp4.com:8020/stream/1/
Radio_Los_Angeles_(Chepen),http://94.23.159.187:9950/stream/1/
Radio_Chevere_(Caraz),http://radio.sistemasandinos.org:7084/stream/1/
Radio_Vida_Cusco_-_AM,http://radio.transmite.pe:9318/stream
Radio_Uyay,https://conectperu.com/8196/stream/1/
